Model,Method,Method_Description,Rank,Feature,Importance_Score,Normalized_Score
LightGBM,native_split,LightGBM native split importance,130,Fz_max,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,131,Tx_median,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,132,Tx_variance,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,133,Ty_power,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,134,Ty_last,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,135,Ty_variance,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,136,Tz_min,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,137,Tz_first,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,138,Tz_cv,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,139,Tz_peak_frequency,1.000000000000,0.015625000000
LightGBM,native_split,LightGBM native split importance,140,Fz_zero_crossing_rate,0.000000000000,0.000000000000
LightGBM,native_split,LightGBM native split importance,141,Tz_max,0.000000000000,0.000000000000
LightGBM,native_split,LightGBM native split importance,142,Tz_power,0.000000000000,0.000000000000
LightGBM,native_split,LightGBM native split importance,143,Tz_variance,0.000000000000,0.000000000000
LightGBM,native_split,LightGBM native split importance,144,Tz_p90,0.000000000000,0.000000000000
